Transription Units,TU BNum,TU EcoCycID,First Gene,Last Gene,TU Start,TU End,TU Length,TU RNA Deg Rate,Avg Deg Rate,Stdev Deg Rate
"[trkH, hemG]","(b3849, b3850)","[EG11021, EG11485]",b3849,b3850,4033145,4035153,2008,"[344.82, 228.0]",286.41,58.41
[trkH],"(b3849,)",[EG11021],b3849,b3849,4033145,4034596,1451,[344.82],344.82,0.0
"[hemG, rrsA]","(b3850, b3851)","[EG11485, EG30084]",b3850,b3851,4034608,4037072,2464,"[228.0, 172800.0]",86514.0,86286.0
[hemG],"(b3850,)",[EG11485],b3850,b3850,4034608,4035153,545,[228.0],228.0,0.0
"[rrsA, ileT, alaT]","(b3851, b3852, b3853)","[EG30084, EG30043, EG30008]",b3851,b3853,4035531,4037335,1804,"[172800.0, 172800.0, 172800.0]",172800.0,0.0
"[rrsA, ileT]","(b3851, b3852)","[EG30084, EG30043]",b3851,b3852,4035531,4037217,1686,"[172800.0, 172800.0]",172800.0,0.0
[rrsA],"(b3851,)",[EG30084],b3851,b3851,4035531,4037072,1541,[172800.0],172800.0,0.0
"[ileT, alaT]","(b3852, b3853)","[EG30043, EG30008]",b3852,b3853,4037141,4037335,194,"[172800.0, 172800.0]",172800.0,0.0
[ileT],"(b3852,)",[EG30043],b3852,b3852,4037141,4037217,76,[172800.0],172800.0,0.0
[rrlA],"(b3854,)",[EG30077],b3854,b3854,4037519,4040423,2904,[172800.0],172800.0,0.0
[rrfA],"(b3855,)",[EG30070],b3855,b3855,4040517,4040636,119,[172800.0],172800.0,0.0
"[mobB, mobA]","(b3856, b3857)","[EG11828, EG11829]",b3856,b3857,4040906,4041999,1093,"[306.0, 540.0]",423.0,117.0
[mobA],"(b3857,)",[EG11829],b3857,b3857,4041415,4041999,584,[540.0],540.0,0.0
"[yihD, srkA]","(b3858, b3859)","[EG11830, EG11831]",b3858,b3859,4042069,4043401,1332,"[344.82, 312.0]",328.41,16.41
"[yihD, srkA, dsbA]","(b3858, b3859, b3860)","[EG11830, EG11831, EG11297]",b3858,b3860,4042069,4044044,1975,"[344.82, 312.0, 234.0]",296.94,46.478459527
[yihD],"(b3858,)",[EG11830],b3858,b3858,4042069,4042338,269,[344.82],344.82,0.0
"[srkA, dsbA]","(b3859, b3860)","[EG11831, EG11297]",b3859,b3860,4042415,4044044,1629,"[312.0, 234.0]",273.0,39.0
[srkA],"(b3859,)",[EG11831],b3859,b3859,4042415,4043401,986,[312.0],312.0,0.0
[dsbA],"(b3860,)",[EG11297],b3860,b3860,4043418,4044044,626,[234.0],234.0,0.0
[yihG],"(b3862,)",[EG11833],b3862,b3862,4045670,4046602,932,[264.0],264.0,0.0
[polA],"(b3863,)",[EG10746],b3863,b3863,4046966,4049752,2786,[180.0],180.0,0.0
"[polA, spf]","(b3863, b3864)","[EG10746, EG30098]",b3863,b3864,4046966,4050007,3041,"[180.0, 344.82]",262.41,82.41
[spf],"(b3864,)",[EG30098],b3864,b3864,4049899,4050007,108,[344.82],344.82,0.0
"[spf, yihA]","(b3864, b3865)","[EG30098, EG11203]",b3864,b3865,4049899,4050765,866,"[344.82, 192.0]",268.41,76.41
[yihA],"(b3865,)",[EG11203],b3865,b3865,4050133,4050765,632,[192.0],192.0,0.0
[csrC],"(b4457,)",[G0-8874],b4457,b4457,4051036,4051280,244,[344.82],344.82,0.0
[yihI],"(b3866,)",[EG11835],b3866,b3866,4051347,4051856,509,[372.0],372.0,0.0
"[yihI, hemN, yshB]","(b3866, b3867, b4686)","[EG11835, EG11836, G0-10657]",b3866,b4686,4051347,4053757,2410,"[372.0, 186.0, 344.82]",300.94,82.0288193259
"[yihI, hemN]","(b3866, b3867)","[EG11835, EG11836]",b3866,b3867,4051347,4053418,2071,"[372.0, 186.0]",279.0,93.0
[hemN],"(b3867,)",[EG11836],b3867,b3867,4052045,4053418,1373,[186.0],186.0,0.0
[yshB],"(b4686,)",[G0-10657],b4686,b4686,4053647,4053757,110,[344.82],344.82,0.0
"[yshB, glnG]","(b4686, b3868)","[G0-10657, EG10385]",b4686,b3868,4053647,4055278,1631,"[344.82, 228.0]",286.41,58.41
"[yshB, glnG, glnL, glnA]","(b4686, b3868, b3869, b3870)","[G0-10657, EG10385, EG10387, EG10383]",b4686,b3870,4053647,4058034,4387,"[344.82, 228.0, 222.0, 390.0]",296.205,73.0055208529
[glnG],"(b3868,)",[EG10385],b3868,b3868,4053869,4055278,1409,[228.0],228.0,0.0
"[glnG, glnL]","(b3868, b3869)","[EG10385, EG10387]",b3868,b3869,4053869,4056339,2470,"[228.0, 222.0]",225.0,3.0
"[glnG, glnL, glnA]","(b3868, b3869, b3870)","[EG10385, EG10387, EG10383]",b3868,b3870,4053869,4058034,4165,"[228.0, 222.0, 390.0]",280.0,77.8203058334
[glnL],"(b3869,)",[EG10387],b3869,b3869,4055290,4056339,1049,[222.0],222.0,0.0
"[glnL, glnA]","(b3869, b3870)","[EG10387, EG10383]",b3869,b3870,4055290,4058034,2744,"[222.0, 390.0]",306.0,84.0
[glnA],"(b3870,)",[EG10383],b3870,b3870,4056625,4058034,1409,[390.0],390.0,0.0
[typA],"(b3871,)",[EG11837],b3871,b3871,4058407,4060230,1823,[168.0],168.0,0.0
"[yihL, yihM, yihN]","(b3872, b3873, b3874)","[EG11838, EG11839, EG11840]",b3872,b3874,4060447,4063512,3065,"[324.0, 294.0, 504.0]",374.0,92.736184955
[yihL],"(b3872,)",[EG11838],b3872,b3872,4060447,4061157,710,[324.0],324.0,0.0
[yihN],"(b3874,)",[EG11840],b3874,b3874,4062247,4063512,1265,[504.0],504.0,0.0
[yihP],"(b3877,)",[EG11842],b3877,b3877,4065809,4067194,1385,[528.0],528.0,0.0
"[yihR, yihS, yihT]","(b3879, b3880, b3881)","[EG11844, EG11845, EG11846]",b3879,b3881,4069475,4072651,3176,"[396.0, 344.82, 344.82]",361.88,24.1264833741
[yihS],"(b3880,)",[EG11845],b3880,b3880,4070515,4071756,1241,[344.82],344.82,0.0
"[yihS, yihT]","(b3880, b3881)","[EG11845, EG11846]",b3880,b3881,4070515,4072651,2136,"[344.82, 344.82]",344.82,0.0
"[yihS, yihT, yihU]","(b3880, b3881, b3882)","[EG11845, EG11846, EG11847]",b3880,b3882,4070515,4073571,3056,"[344.82, 344.82, 396.0]",361.88,24.1264833741
[yihV],"(b3883,)",[EG11848],b3883,b3883,4073739,4074635,896,[344.82],344.82,0.0
"[yihW, yihX]","(b3884, b3885)","[EG11849, EG11850]",b3884,b3885,4074669,4076152,1483,"[228.0, 344.82]",286.41,58.41
[yihW],"(b3884,)",[EG11849],b3884,b3884,4074669,4075454,785,[228.0],228.0,0.0
"[yihX, yihY, dtd]","(b3885, b3886, b3887)","[EG11850, EG11851, EG11852]",b3885,b3887,4075553,4077452,1899,"[344.82, 288.0, 180.0]",270.94,68.3602750141
[yihX],"(b3885,)",[EG11850],b3885,b3885,4075553,4076152,599,[344.82],344.82,0.0
"[yihX, yihY]","(b3885, b3886)","[EG11850, EG11851]",b3885,b3886,4075553,4077018,1465,"[344.82, 288.0]",316.41,28.41
"[yihX, yihY, dtd, yiiD]","(b3885, b3886, b3887, b3888)","[EG11850, EG11851, EG11852, EG11853]",b3885,b3888,4075553,4078438,2885,"[344.82, 288.0, 180.0, 552.0]",341.205,135.337932875
[yihY],"(b3886,)",[EG11851],b3886,b3886,4076146,4077018,872,[288.0],288.0,0.0
"[yihY, dtd, yiiD]","(b3886, b3887, b3888)","[EG11851, EG11852, EG11853]",b3886,b3888,4076146,4078438,2292,"[288.0, 180.0, 552.0]",340.0,156.256199877
[dtd],"(b3887,)",[EG11852],b3887,b3887,4077015,4077452,437,[180.0],180.0,0.0
"[dtd, yiiD]","(b3887, b3888)","[EG11852, EG11853]",b3887,b3888,4077015,4078438,1423,"[180.0, 552.0]",366.0,186.0
[yiiD],"(b3888,)",[EG11853],b3888,b3888,4077449,4078438,989,[552.0],552.0,0.0
"[yiiE, yiiF, fdhE]","(b3889, b3890, b3891)","[EG11854, EG11855, EG10284]",b3889,b3891,4079297,4081228,1931,"[344.82, 342.0, 324.0]",336.94,9.22210388144
[yiiF],"(b3890,)",[EG11855],b3890,b3890,4079751,4079969,218,[342.0],342.0,0.0
"[yiiF, fdhE]","(b3890, b3891)","[EG11855, EG10284]",b3890,b3891,4079751,4081228,1477,"[342.0, 324.0]",333.0,9.0
"[fdhE, fdoI, fdoH]","(b3891, b3892, b3893)","[EG10284, EG11856, EG11857]",b3891,b3893,4080299,4082759,2460,"[324.0, 258.0, 344.82]",308.94,37.0092853214
"[fdhE, fdoI]","(b3891, b3892)","[EG10284, EG11856]",b3891,b3892,4080299,4081860,1561,"[324.0, 258.0]",291.0,33.0
[fdhE],"(b3891,)",[EG10284],b3891,b3891,4080299,4081228,929,[324.0],324.0,0.0
"[fdoI, fdoH]","(b3892, b3893)","[EG11856, EG11857]",b3892,b3893,4081225,4082759,1534,"[258.0, 344.82]",301.41,43.41
[fdoI],"(b3892,)",[EG11856],b3892,b3892,4081225,4081860,635,[258.0],258.0,0.0
[fdoH],"(b3893,)",[EG11857],b3893,b3893,4081857,4082759,902,[344.82],344.82,0.0
"[fdoH, fdoG]","(b3893, b3894)","[EG11857, EG11858]",b3893,b3894,4081857,4085822,3965,"[344.82, 252.0]",298.41,46.41
[fdoG],"(b3894,)",[EG11858],b3894,b3894,4082772,4085822,3050,[252.0],252.0,0.0
[fdhD],"(b3895,)",[EG11859],b3895,b3895,4086016,4086849,833,[372.0],372.0,0.0
[yiiG],"(b3896,)",[EG11860],b3896,b3896,4087002,4088057,1055,[396.0],396.0,0.0
"[frvX, frvB, frvA]","(b3898, b3899, b3900)","[EG11862, EG11863, EG11864]",b3898,b3900,4089855,4092823,2968,"[276.0, 276.0, 336.0]",296.0,28.2842712475
"[frvB, frvA]","(b3899, b3900)","[EG11863, EG11864]",b3899,b3900,4090915,4092823,1908,"[276.0, 336.0]",306.0,30.0
"[rhaM, rhaD, rhaA]","(b3901, b3902, b3903)","[EG11865, EG11866, EG11867]",b3901,b3903,4093124,4095982,2858,"[348.0, 276.0, 282.0]",302.0,32.6190128606
[rhaS],"(b3905,)",[EG10843],b3905,b3905,4097736,4098572,836,[498.0],498.0,0.0
[rhaR],"(b3906,)",[EG10842],b3906,b3906,4098646,4099494,848,[294.0],294.0,0.0
"[sodA, kdgT]","(b3908, b3909)","[EG10953, EG11869]",b3908,b3909,4100810,4102673,1863,"[708.0, 318.0]",513.0,195.0
[sodA],"(b3908,)",[EG10953],b3908,b3908,4100810,4101430,620,[708.0],708.0,0.0
[yiiM],"(b3910,)",[EG11870],b3910,b3910,4102822,4103496,674,[344.82],344.82,0.0
"[yiiM, cpxA, cpxR]","(b3910, b3911, b3912)","[EG11870, EG10163, EG10020]",b3910,b3912,4102822,4105670,2848,"[344.82, 156.0, 366.0]",288.94,94.399614406
[cpxA],"(b3911,)",[EG10163],b3911,b3911,4103602,4104975,1373,[156.0],156.0,0.0
"[cpxA, cpxR]","(b3911, b3912)","[EG10163, EG10020]",b3911,b3912,4103602,4105670,2068,"[156.0, 366.0]",261.0,105.0
"[cpxA, cpxR, cpxP]","(b3911, b3912, b4484)","[EG10163, EG10020, G7816]",b3911,b4484,4103602,4106320,2718,"[156.0, 366.0, 342.0]",288.0,93.8509456532
[cpxR],"(b3912,)",[EG10020],b3912,b3912,4104972,4105670,698,[366.0],366.0,0.0
"[cpxR, cpxP]","(b3912, b4484)","[EG10020, G7816]",b3912,b4484,4104972,4106320,1348,"[366.0, 342.0]",354.0,12.0
[cpxP],"(b4484,)",[G7816],b4484,b4484,4105820,4106320,500,[342.0],342.0,0.0
"[fieF, pfkA]","(b3915, b3916)","[EG11873, EG10699]",b3915,b3916,4106469,4108514,2045,"[264.0, 180.0]",222.0,42.0
[fieF],"(b3915,)",[EG11873],b3915,b3915,4106469,4107371,902,[264.0],264.0,0.0
[pfkA],"(b3916,)",[EG10699],b3916,b3916,4107552,4108514,962,[180.0],180.0,0.0
[sbp],"(b3917,)",[EG10929],b3917,b3917,4108834,4109823,989,[348.0],348.0,0.0
"[sbp, cdh]","(b3917, b3918)","[EG10929, EG10138]",b3917,b3918,4108834,4110685,1851,"[348.0, 348.0]",348.0,0.0
[cdh],"(b3918,)",[EG10138],b3918,b3918,4109930,4110685,755,[348.0],348.0,0.0
"[tpiA, yiiQ]","(b3919, b3920)","[EG11015, EG11874]",b3919,b3920,4110740,4112214,1474,"[168.0, 486.0]",327.0,159.0
[tpiA],"(b3919,)",[EG11015],b3919,b3919,4110740,4111507,767,[168.0],168.0,0.0
[yiiQ],"(b3920,)",[EG11874],b3920,b3920,4111615,4112214,599,[486.0],486.0,0.0
[yiiR],"(b3921,)",[EG11875],b3921,b3921,4112315,4112755,440,[344.82],344.82,0.0
[yiiS],"(b3922,)",[EG11876],b3922,b3922,4112967,4113266,299,[344.82],344.82,0.0
"[yiiS, uspD]","(b3922, b3923)","[EG11876, EG11877]",b3922,b3923,4112967,4113721,754,"[344.82, 344.82]",344.82,0.0
"[uspD, fpr]","(b3923, b3924)","[EG11877, EG10628]",b3923,b3924,4113293,4114472,1179,"[344.82, 234.0]",289.41,55.41
[fpr],"(b3924,)",[EG10628],b3924,b3924,4113726,4114472,746,[234.0],234.0,0.0
"[fpr, glpX]","(b3924, b3925)","[EG10628, EG11517]",b3924,b3925,4113726,4115579,1853,"[234.0, 324.0]",279.0,45.0
"[glpX, glpK, glpF]","(b3925, b3926, b3927)","[EG11517, EG10398, EG10396]",b3925,b3927,4114569,4118090,3521,"[324.0, 426.0, 456.0]",402.0,56.4977875673
"[glpX, glpK]","(b3925, b3926)","[EG11517, EG10398]",b3925,b3926,4114569,4117222,2653,"[324.0, 426.0]",375.0,51.0
[glpX],"(b3925,)",[EG11517],b3925,b3925,4114569,4115579,1010,[324.0],324.0,0.0
"[glpK, glpF]","(b3926, b3927)","[EG10398, EG10396]",b3926,b3927,4115714,4118090,2376,"[426.0, 456.0]",441.0,15.0
[glpK],"(b3926,)",[EG10398],b3926,b3926,4115714,4117222,1508,[426.0],426.0,0.0
[glpF],"(b3927,)",[EG10396],b3927,b3927,4117245,4118090,845,[456.0],456.0,0.0
[zapB],"(b3928,)",[EG11878],b3928,b3928,4118515,4118760,245,[344.82],344.82,0.0
"[zapB, rraA]","(b3928, b3929)","[EG11878, EG11879]",b3928,b3929,4118515,4119330,815,"[344.82, 198.0]",271.41,73.41
[rraA],"(b3929,)",[EG11879],b3929,b3929,4118845,4119330,485,[198.0],198.0,0.0
"[rraA, menA, hslU]","(b3929, b3930, b3931)","[EG11879, EG11880, EG11881]",b3929,b3931,4118845,4121747,2902,"[198.0, 1146.0, 210.0]",518.0,444.090080952
"[rraA, menA]","(b3929, b3930)","[EG11879, EG11880]",b3929,b3930,4118845,4120349,1504,"[198.0, 1146.0]",672.0,474.0
"[rraA, menA, hslU, hslV]","(b3929, b3930, b3931, b3932)","[EG11879, EG11880, EG11881, EG11676]",b3929,b3932,4118845,4122287,3442,"[198.0, 1146.0, 210.0, 198.0]",438.0,408.793346325
[menA],"(b3930,)",[EG11880],b3930,b3930,4119423,4120349,926,[1146.0],1146.0,0.0
"[menA, hslU, hslV]","(b3930, b3931, b3932)","[EG11880, EG11881, EG11676]",b3930,b3932,4119423,4122287,2864,"[1146.0, 210.0, 198.0]",518.0,444.090080952
"[hslU, hslV, ftsN]","(b3931, b3932, b3933)","[EG11881, EG11676, EG11529]",b3931,b3933,4120416,4123339,2923,"[210.0, 198.0, 318.0]",242.0,53.9629502529
[hslU],"(b3931,)",[EG11881],b3931,b3931,4120416,4121747,1331,[210.0],210.0,0.0
"[hslU, hslV]","(b3931, b3932)","[EG11881, EG11676]",b3931,b3932,4120416,4122287,1871,"[210.0, 198.0]",204.0,6.0
[hslV],"(b3932,)",[EG11676],b3932,b3932,4121757,4122287,530,[198.0],198.0,0.0
"[hslV, ftsN]","(b3932, b3933)","[EG11676, EG11529]",b3932,b3933,4121757,4123339,1582,"[198.0, 318.0]",258.0,60.0
"[ftsN, cytR]","(b3933, b3934)","[EG11529, EG10200]",b3933,b3934,4122380,4124456,2076,"[318.0, 270.0]",294.0,24.0
[ftsN],"(b3933,)",[EG11529],b3933,b3933,4122380,4123339,959,[318.0],318.0,0.0
[cytR],"(b3934,)",[EG10200],b3934,b3934,4123431,4124456,1025,[270.0],270.0,0.0
[priA],"(b3935,)",[EG10763],b3935,b3935,4124612,4126810,2198,[408.0],408.0,0.0
[rpmE],"(b3936,)",[EG10889],b3936,b3936,4127013,4127225,212,[348.0],348.0,0.0
"[rpmE, yiiX, metJ]","(b3936, b3937, b3938)","[EG10889, EG11882, EG10588]",b3936,b3938,4127013,4128395,1382,"[348.0, 270.0, 216.0]",278.0,54.1848687366
"[yiiX, metJ]","(b3937, b3938)","[EG11882, EG10588]",b3937,b3938,4127286,4128395,1109,"[270.0, 216.0]",243.0,27.0
[metJ],"(b3938,)",[EG10588],b3938,b3938,4128078,4128395,317,[216.0],216.0,0.0
[metB],"(b3939,)",[EG10582],b3939,b3939,4128672,4129832,1160,[186.0],186.0,0.0
"[metB, metL]","(b3939, b3940)","[EG10582, EG10590]",b3939,b3940,4128672,4132267,3595,"[186.0, 120.0]",153.0,33.0
[metL],"(b3940,)",[EG10590],b3940,b3940,4129835,4132267,2432,[120.0],120.0,0.0
[metF],"(b3941,)",[EG10585],b3941,b3941,4132616,4133506,890,[126.0],126.0,0.0
[katG],"(b3942,)",[EG10511],b3942,b3942,4133835,4136015,2180,[306.0],306.0,0.0
"[katG, yijE]","(b3942, b3943)","[EG10511, EG11902]",b3942,b3943,4133835,4137013,3178,"[306.0, 366.0]",336.0,30.0
[yijE],"(b3943,)",[EG11902],b3943,b3943,4136108,4137013,905,[366.0],366.0,0.0
[gldA],"(b3945,)",[EG11904],b3945,b3945,4137932,4139035,1103,[1026.0],1026.0,0.0
"[gldA, fsaB]","(b3945, b3946)","[EG11904, EG11905]",b3945,b3946,4137932,4139708,1776,"[1026.0, 344.82]",685.41,340.59
[frwA],"(b3947,)",[EG11906],b3947,b3947,4139720,4142221,2501,[510.0],510.0,0.0
"[frwC, frwB]","(b3949, b3950)","[EG11908, EG11909]",b3949,b3950,4142530,4143944,1414,"[954.0, 708.0]",831.0,123.0
[frwB],"(b3950,)",[EG11909],b3950,b3950,4143624,4143944,320,[708.0],708.0,0.0
"[pflD, pflC, frwD]","(b3951, b3952, b3953)","[EG11910, EG11911, EG11912]",b3951,b3953,4143995,4147479,3484,"[492.0, 498.0, 606.0]",532.0,52.3832034148
"[pflD, pflC]","(b3951, b3952)","[EG11910, EG11911]",b3951,b3952,4143995,4147136,3141,"[492.0, 498.0]",495.0,3.0
[pflC],"(b3952,)",[EG11911],b3952,b3952,4146258,4147136,878,[498.0],498.0,0.0
"[pflC, frwD]","(b3952, b3953)","[EG11911, EG11912]",b3952,b3953,4146258,4147479,1221,"[498.0, 606.0]",552.0,54.0
[yijO],"(b3954,)",[EG11913],b3954,b3954,4147466,4148317,851,[522.0],522.0,0.0
[eptC],"(b3955,)",[EG11914],b3955,b3955,4148532,4150265,1733,[216.0],216.0,0.0
[ppc],"(b3956,)",[EG10756],b3956,b3956,4150447,4153098,2651,[108.0],108.0,0.0
[argE],"(b3957,)",[EG11286],b3957,b3957,4153696,4154847,1151,[324.0],324.0,0.0
[argC],"(b3958,)",[EG10065],b3958,b3958,4155001,4156005,1004,[324.0],324.0,0.0
"[argC, argB]","(b3958, b3959)","[EG10065, EG10064]",b3958,b3959,4155001,4156789,1788,"[324.0, 234.0]",279.0,45.0
"[argC, argB, argH, oxyS]","(b3958, b3959, b3960, b4458)","[EG10065, EG10064, EG11223, EG31116]",b3958,b4458,4155001,4158394,3393,"[324.0, 234.0, 210.0, 344.82]",278.205,57.3165427691
"[argC, argB, argH]","(b3958, b3959, b3960)","[EG10065, EG10064, EG11223]",b3958,b3960,4155001,4158223,3222,"[324.0, 234.0, 210.0]",256.0,49.0713765855
[argB],"(b3959,)",[EG10064],b3959,b3959,4156013,4156789,776,[234.0],234.0,0.0
"[argB, argH]","(b3959, b3960)","[EG10064, EG11223]",b3959,b3960,4156013,4158223,2210,"[234.0, 210.0]",222.0,12.0
[argH],"(b3960,)",[EG11223],b3960,b3960,4156850,4158223,1373,[210.0],210.0,0.0
[oxyS],"(b4458,)",[EG31116],b4458,b4458,4158285,4158394,109,[344.82],344.82,0.0
[oxyR],"(b3961,)",[EG10681],b3961,b3961,4158490,4159407,917,[222.0],222.0,0.0
[sthA],"(b3962,)",[EG11428],b3962,b3962,4159390,4160790,1400,[144.0],144.0,0.0
"[fabR, yijD]","(b3963, b3964)","[EG11394, EG11395]",b3963,b3964,4161124,4162130,1006,"[360.0, 348.0]",354.0,6.0
[fabR],"(b3963,)",[EG11394],b3963,b3963,4161124,4161771,647,[360.0],360.0,0.0
[yijD],"(b3964,)",[EG11395],b3964,b3964,4161771,4162130,359,[348.0],348.0,0.0
[trmA],"(b3965,)",[EG11022],b3965,b3965,4162170,4163270,1100,[330.0],330.0,0.0
[btuB],"(b3966,)",[EG10126],b3966,b3966,4163639,4165483,1844,[344.82],344.82,0.0
[murI],"(b3967,)",[EG11204],b3967,b3967,4165428,4166285,857,[288.0],288.0,0.0
"[murI, rrsB, gltT]","(b3967, b3968, b3969)","[EG11204, EG30085, EG30032]",b3967,b3969,4165428,4168447,3019,"[288.0, 172800.0, 172800.0]",115296.0,81322.9366907
"[rrsB, gltT]","(b3968, b3969)","[EG30085, EG30032]",b3968,b3969,4166659,4168447,1788,"[172800.0, 172800.0]",172800.0,0.0
[rrsB],"(b3968,)",[EG30085],b3968,b3968,4166659,4168200,1541,[172800.0],172800.0,0.0
[gltT],"(b3969,)",[EG30032],b3969,b3969,4168372,4168447,75,[172800.0],172800.0,0.0
[rrlB],"(b3970,)",[EG30078],b3970,b3970,4168641,4171544,2903,[172800.0],172800.0,0.0
"[rrlB, rrfB]","(b3970, b3971)","[EG30078, EG30071]",b3970,b3971,4168641,4171756,3115,"[172800.0, 172800.0]",172800.0,0.0
[rrfB],"(b3971,)",[EG30071],b3971,b3971,4171637,4171756,119,[172800.0],172800.0,0.0
"[murB, birA]","(b3972, b3973)","[EG11205, EG10123]",b3972,b3973,4172057,4174047,1990,"[282.0, 192.0]",237.0,45.0
"[murB, birA, coaA]","(b3972, b3973, b3974)","[EG11205, EG10123, EG10922]",b3972,b3974,4172057,4175026,2969,"[282.0, 192.0, 354.0]",276.0,66.2721661031
[murB],"(b3972,)",[EG11205],b3972,b3972,4172057,4173085,1028,[282.0],282.0,0.0
[birA],"(b3973,)",[EG10123],b3973,b3973,4173082,4174047,965,[192.0],192.0,0.0
[coaA],"(b3974,)",[EG10922],b3974,b3974,4174076,4175026,950,[354.0],354.0,0.0
"[thrU, tyrU, glyT, thrT]","(b3976, b3977, b3978, b3979)","[EG30102, EG30107, EG30036, EG30101]",b3976,b3979,4175388,4175829,441,"[172800.0, 172800.0, 172800.0, 172800.0]",172800.0,0.0
"[thrU, tyrU, glyT]","(b3976, b3977, b3978)","[EG30102, EG30107, EG30036]",b3976,b3978,4175388,4175747,359,"[172800.0, 172800.0, 172800.0]",172800.0,0.0
"[thrU, tyrU, glyT, thrT, tufB, secE]","(b3976, b3977, b3978, b3979, b3980, b3981)","[EG30102, EG30107, EG30036, EG30101, EG11037, EG10939]",b3976,b3981,4175388,4177741,2353,"[172800.0, 172800.0, 172800.0, 172800.0, 492.0, 270.0]",115327.0,81279.1213351
"[thrU, tyrU]","(b3976, b3977)","[EG30102, EG30107]",b3976,b3977,4175388,4175556,168,"[172800.0, 172800.0]",172800.0,0.0
[thrU],"(b3976,)",[EG30102],b3976,b3976,4175388,4175463,75,[172800.0],172800.0,0.0
"[thrU, tyrU, glyT, thrT, tufB, secE, nusG]","(b3976, b3977, b3978, b3979, b3980, b3981, b3982)","[EG30102, EG30107, EG30036, EG30101, EG11037, EG10939, EG10667]",b3976,b3982,4175388,4178288,2900,"[172800.0, 172800.0, 172800.0, 172800.0, 492.0, 270.0, 198.0]",98880.0,85355.5031015
"[thrU, tyrU, glyT, thrT, tufB]","(b3976, b3977, b3978, b3979, b3980)","[EG30102, EG30107, EG30036, EG30101, EG11037]",b3976,b3980,4175388,4177128,1740,"[172800.0, 172800.0, 172800.0, 172800.0, 492.0]",138338.4,68923.2
"[thrU, tyrU, glyT, thrT, tufB, secE, nusG, rplK]","(b3976, b3977, b3978, b3979, b3980, b3981, b3982, b3983)","[EG30102, EG30107, EG30036, EG30101, EG11037, EG10939, EG10667, EG10872]",b3976,b3983,4175388,4178875,3487,"[172800.0, 172800.0, 172800.0, 172800.0, 492.0, 270.0, 198.0, 180.0]",86542.5,86257.5446831
"[tyrU, glyT, thrT, tufB]","(b3977, b3978, b3979, b3980)","[EG30107, EG30036, EG30101, EG11037]",b3977,b3980,4175472,4177128,1656,"[172800.0, 172800.0, 172800.0, 492.0]",129723.0,74611.5526376
"[tyrU, glyT, thrT]","(b3977, b3978, b3979)","[EG30107, EG30036, EG30101]",b3977,b3979,4175472,4175829,357,"[172800.0, 172800.0, 172800.0]",172800.0,0.0
"[glyT, thrT, tufB]","(b3978, b3979, b3980)","[EG30036, EG30101, EG11037]",b3978,b3980,4175673,4177128,1455,"[172800.0, 172800.0, 492.0]",115364.0,81226.7701685
"[glyT, thrT, tufB, secE, nusG]","(b3978, b3979, b3980, b3981, b3982)","[EG30036, EG30101, EG11037, EG10939, EG10667]",b3978,b3982,4175673,4178288,2615,"[172800.0, 172800.0, 492.0, 270.0, 198.0]",69312.0,84497.653752
"[glyT, thrT]","(b3978, b3979)","[EG30036, EG30101]",b3978,b3979,4175673,4175829,156,"[172800.0, 172800.0]",172800.0,0.0
"[thrT, tufB, secE]","(b3979, b3980, b3981)","[EG30101, EG11037, EG10939]",b3979,b3981,4175754,4177741,1987,"[172800.0, 492.0, 270.0]",57854.0,81279.1465999
"[thrT, tufB]","(b3979, b3980)","[EG30101, EG11037]",b3979,b3980,4175754,4177128,1374,"[172800.0, 492.0]",86646.0,86154.0
[thrT],"(b3979,)",[EG30101],b3979,b3979,4175754,4175829,75,[172800.0],172800.0,0.0
[tufB],"(b3980,)",[EG11037],b3980,b3980,4175944,4177128,1184,[492.0],492.0,0.0
"[tufB, secE]","(b3980, b3981)","[EG11037, EG10939]",b3980,b3981,4175944,4177741,1797,"[492.0, 270.0]",381.0,111.0
"[tufB, secE, nusG]","(b3980, b3981, b3982)","[EG11037, EG10939, EG10667]",b3980,b3982,4175944,4178288,2344,"[492.0, 270.0, 198.0]",320.0,125.123938557
"[secE, nusG, rplK]","(b3981, b3982, b3983)","[EG10939, EG10667, EG10872]",b3981,b3983,4177358,4178875,1517,"[270.0, 198.0, 180.0]",216.0,38.8844441904
"[secE, nusG, rplK, rplA]","(b3981, b3982, b3983, b3984)","[EG10939, EG10667, EG10872, EG10864]",b3981,b3984,4177358,4179583,2225,"[270.0, 198.0, 180.0, 210.0]",214.5,33.7749907476
"[secE, nusG, rplK, rplA, rplJ]","(b3981, b3982, b3983, b3984, b3985)","[EG10939, EG10667, EG10872, EG10864, EG10871]",b3981,b3985,4177358,4180493,3135,"[270.0, 198.0, 180.0, 210.0, 234.0]",218.4,31.2
"[secE, nusG]","(b3981, b3982)","[EG10939, EG10667]",b3981,b3982,4177358,4178288,930,"[270.0, 198.0]",234.0,36.0
"[secE, nusG, rplK, rplA, rplJ, rplL]","(b3981, b3982, b3983, b3984, b3985, b3986)","[EG10939, EG10667, EG10872, EG10864, EG10871, EG10873]",b3981,b3986,4177358,4180925,3567,"[270.0, 198.0, 180.0, 210.0, 234.0, 344.82]",239.47,55.0538327458
