	Genes.tsv					KB	Simulation	Essentiality						EcoGene			WCM curation	Gene Ontology
True	EG20098	hpt	hypoxanthine-guanine phosphoribosyltransferase	characterized	characterized	2.66183346757E-05	1.00	0.576	0.254	0.309	N	N	u	hypoxanthine phosphoribosyltransferase	Enzyme; Salvage of nucleosides and nucleotides	Hypoxanthine phosphoribosyltransferase	Met Orth 	guanine salvage
True	EG20110	kefB	K<sup>+</sup> H<sup>+</sup> antiporter KefB	characterized	characterized	3.08969987718E-06	0.75	0.787	0.255	0.31	N	N	u	potassium:proton antiporter	Transport; Transport of small molecules: Cations	NEM-activatable K+/H+ antiporter	Met Orth 	N/A
True	EG20173	pta	Pta	characterized	characterized	4.94081366816E-05	1.00	0.905	0.534	0.672	N	N	N	phosphate acetyltransferase	Enzyme; Degradation of small molecules: Carbon compounds	Phosphate acetyltransferase, produces acetyl phosphate; creBC regulon; alkali-inducible; binds Zn(II)	Met Orth 	acetate biosynthetic process
True	EG20248	uxuB	D-mannonate oxidoreductase	characterized	characterized	2.67651580764E-06	0.53	0.698	0.261	0.16	N	N	N	D-mannonate oxidoreductase, NAD-dependent	Enzyme; Degradation of small molecules: Carbon compounds	D-mannonate oxidoreductase, NAD-dependent; glucuronate branch of hexuronate pathway	Met Orth 	D-glucuronate catabolic process
True	EG20252	xylF	xylose ABC transporter - periplasmic binding protein	characterized	characterized	1.91440823486E-07	0.13	0.76	0.349	0.38	N	N	N	D-xylose transporter subunit	Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols	Periplasmic xylose-binding protein, transport system	Met Orth 	D-ribose transport
True	EG20257	nrdE	NrdE	characterized	characterized	0.000244315	1.00	0.789	0.396	0.405	N	N	N	ribonucleoside-diphosphate reductase 2, alpha subunit	Enzyme; Central intermediary metabolism: Nucleotide interconversions	Ribonucleoside-diphosphate reductase 2, alpha subunit; class Ib aerobic ribonucleotide reductase	Met Orth 	N/A
False	EG50003	acpP	apo-acyl carrier protein	characterized	characterized	0.0014382439	1.00	N.A.	N.A.	N.A.	?	E	u	acyl carrier protein (ACP)	Carrier; Fatty acid and phosphatidic acid biosynthesis	Acyl carrier protein ACP	Met Orth 	N/A
False	EG50005	nfsB	NfsB monomer	characterized	characterized	3.95421589219E-05	1.00	0.765	0.257	0.332	N	N	N	dihydropteridine reductase, NAD(P)H-dependent, oxygen-insensitive	Enzyme; Drug/analog sensitivity	Nitroreductase B, oxygen-insensitive, NAD(P)H, FMN-dependent; minor; reduces a variety of nitroaromatics, e.g. dihydropteridine, nitrofurantoin, nitrofurazone, quinones; monomeric or homodimeric	Met Orth 	N/A
True	EG50009	gadA	glutamate decarboxylase A subunit	characterized	characterized	1.47570483275E-06	0.31	0.761	0.368	0.457	X	N	N	glutamate decarboxylase A, PLP-dependent	Enzyme; Central intermediary metabolism: Pool, multipurpose conversions	Glutamate decarboxylase A	Met Orth 	intracellular pH elevation
True	EG50010	frmA	FrmA	characterized	characterized	3.92887139976E-06	0.81	0.677	0.536	0.938	N	N	u	alcohol dehydrogenase class III; glutathione-dependent formaldehyde dehydrogenase	Enzyme; Energy metabolism, carbon: Fermentation	Glutathione-dependent formaldehyde dehydrogenase	Met Orth 	ethanol oxidation
True	EG50011	folP	FolP	characterized	characterized	1.22615283404E-05	1.00	0.528	0.283	0.293	N	N	N	7,8-dihydropteroate synthase	Enzyme; Biosynthesis of cofactors, carriers: Folic acid	Dihydropteroate synthase	Met Orth 	N/A
True	G0-10439	kdpF	K<sup>+</sup> transporting ATPase - KdpF subunit	characterized	characterized	0	0.00	0.78	0.28	0.109	-	N	u	potassium ion accessory transporter subunit	Null	Inner membrane protein for high-affinity potassium transport	Met Orth 	cellular response to potassium ion starvation
False	G0-10460	arnE	undecaprenyl-phosphate-&alpha;-L-Ara4N flippase - ArnE subunit	characterized	characterized	1.1564723764E-06	0.31	0.811	0.34	0.403	-	u	u	undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit	Transport; Transport of small molecules: lipids	Undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit	Met Orth 	response to iron(III) ion
False	G0-9461	pdxB	erythronate-4-phosphate dehydrogenase	characterized	characterized	3.14599095412E-05	1.00	0.6	0.006	0.138	N	N	N	erythronate-4-phosphate dehydrogenase	Enzyme; Biosynthesis of cofactors, carriers: Pyridoxine	2-hydroxyacid dehydrogenase involved in pyridoxine biosynthesis upstream of 4-phospho-hydroxy-threonine; isoniazid resistance	Met Orth 	pyridoxal phosphate biosynthetic process
False	G1	thiS	ThiS protein	characterized	characterized	9.92020534952E-06	1.00	0.773	0.222	0.198	-	u	u	immediate sulfur donor in thiazole formation	Factor; Biosynthesis of cofactors, carriers: Thiamine	Immediate sulfur donor in thiazole formation; C-terminal thiocarboxylate; ThiF-ThiS complex	Met Orth 	N/A
True	G436	nanT	N-acetylneuraminate H<sup>+</sup> symporter	characterized	characterized	4.43880051234E-07	0.13	0.821	0.322	0.353	N	N	N	sialic acid transporter	Transport; Murein sacculus, peptidoglycan	Sialic acid transporter	Met Orth 	N/A
False	G495	bglA	6-phospho-&beta;-glucosidase A	characterized	characterized	1.05536089693E-05	0.97	0.702	0.28	0.308	N	N	u	6-phospho-beta-glucosidase A	Enzyme; Degradation of small molecules: Carbon compounds	Phospho-beta-glucosidase A; growth on arbutin or salicin when activated	Met Orth 	N/A
True	G58	maa	Maa	characterized	characterized	6.84663578531E-06	0.81	0.783	0.301	0.375	N	u	u	maltose O-acetyltransferase	Putative enzyme; Not classified	Maltose O-acetyltransferase	Met Orth 	N/A
True	G592	ldhA	D-lactate dehydrogenase - fermentative	characterized	characterized	2.38029713635E-06	0.63	0.874	0.357	0.393	N	N	N	fermentative D-lactate dehydrogenase, NAD-dependent	Enzyme; Energy metabolism, carbon: Fermentation	D-lactate dehydrogenase, NAD-dependent	Met Orth 	glucose catabolic process to mixed acids
True	G6092	ispU	subunit of undecaprenyl diphosphate synthase	characterized	characterized	0.000059954	1.00	N.A.	N.A.	N.A.	E	E	u	undecaprenyl pyrophosphate synthase	Null	Undecaprenyl pyrophosphate synthase; dimeric	Met Orth 	polyprenol biosynthetic process
True	G6094	ldcC	LdcC	characterized	characterized	2.95862118133E-06	0.72	0.754	0.272	0.307	N	N	u	lysine decarboxylase 2, constitutive	Enzyme; Energy metabolism, carbon: Pyruvate dehydrogenase	Lysine decarboxylase, constitutive	Met Orth 	lysine catabolic process
True	G6099	gloB	glyoxalase II	characterized	characterized	3.9676245367E-06	0.81	0.773	0.25	0.425	N	u	N	hydroxyacylglutathione hydrolase	Putative enzyme; Central intermediary metabolism: Pool, multipurpose conversions	Glyoxalase II, hydroxyacylglutathione hydrolase, Zn(2+) cofactor	Met Orth 	methylglyoxal catabolic process to D-lactate
True	G6105	fadE	acyl-CoA dehydrogenase	characterized	characterized	0.000002628	0.66	0.75	0.327	0.45	N	u	u	acyl coenzyme A dehydrogenase	Putative enzyme; Not classified	Medium-long-chain fatty acyl-CoA dehydrogenase	Met Orth 	fatty acid beta-oxidation using acyl-CoA dehydrogenase
True	G6106	lpcA	D-sedoheptulose 7-phosphate isomerase	characterized	characterized	3.13425105198E-05	1.00	0.437	0.21	0.222	N	N	u	NA	NA	NA	Met Orth 	D-glycero-D-manno-heptose 7-phosphate biosynthetic process
False	G6135	mmuP	S-methyl-L-methionine transporter	characterized	characterized	0.000002102	0.31	0.945	0.306	0.328	N	N	u	CP4-6 prophage; putative S-methylmethionine transporter	Phage or Prophage Related	S-methylmethionine permease, CP4-6 putative prophage remnant	Met Orth 	S-methylmethionine transport
True	G6136	mmuM	homocysteine methyltransferase	characterized	characterized	7.8156733244E-06	0.97	0.763	0.375	0.383	N	N	N	CP4-6 prophage; S-methylmethionine:homocysteine methyltransferase	Phage or Prophage Related	S-methylmethionine:(seleno)homocysteine methyltransferase; CP4-6 putative prophage remnant	Met Orth 	N/A
False	G6176	ykgE	predicted oxidoreductase	unknown	unknown	3.26606665748E-07	0.19	0.884	0.346	0.414	N	N	u	cysteine-rich LutA family protein; putative electron transport chain YkgEFG component	Putative carrier; Energy metabolism, carbon: Electron transport	Cysteine-rich LutA family protein; predicted electron transport chain YkgEFG component; predicted lactate-related compound oxidative catabolism	Met Orth 	N/A
False	G6177	ykgF	predicted amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain	unknown	unknown	8.64647734204E-07	0.44	0.834	0.205	0.207	N	N	N	ferridoxin-like LutB family protein; putative electron transport chain YkgEFG component	Putative carrier; Energy metabolism, carbon: Electron transport	Ferridoxin-like LutB family protein; predicted electron transport chain YkgEFG component; predicted lactate-related compound oxidative catabolism	Met Orth 	lactate oxidation
False	G6178	ykgG	predicted transporter	unknown	unknown	1.00872735139E-06	0.25	0.79	0.26	0.149	N	N	N	LutC family protein; putative electron transport chain YkgEFG component	Putative carrier; Energy metabolism, carbon: Electron transport	LutC family protein; predicted electron transport chain YkgEFG component; predicted lactate-related compound oxidative catabolism	Met Orth 	N/A
False	G6188	yahI	predicted carbamate kinase-like protein	unknown	unknown	3.36701139037E-07	0.16	0.722	0.254	0.358	N	N	N	carbamate kinase-like protein	Putative enzyme; Not classified	Carbonate kinase homolog	Met Orth 	N/A
True	G6196	prpB	2-methylisocitrate lyase	characterized	characterized	1.83767486545E-07	0.00	0.8	0.32	0.391	N	N	u	2-methylisocitrate lyase	Putative enzyme; Not classified	2-Methylisocitrate lyase; propionate catabolism via 2-methylcitrate cycle, characterized primarily in Salmonella	Met Orth 	propionate catabolic process
True	G6198	prpC	2-methylcitrate synthase	characterized	characterized	0.000000118	0.06	0.815	0.328	0.408	N	N	N	2-methylcitrate synthase	Putative enzyme; Not classified	2-Methylcitrate synthase; propionate catabolism via 2-methylcitrate cycle, characterized primarily in Salmonella	Met Orth 	propionate metabolic process methylcitrate cycle
True	G6199	prpD	2-methylcitrate dehydratase	characterized	characterized	0.000000124	0.00	0.762	0.242	0.167	N	N	N	2-methylcitrate dehydratase	Null	2-methylcitrate dehydratase; propionate catabolism via 2-methylcitrate cycle; monomeric iron-sulfur protein	Met Orth 	propionate metabolic process methylcitrate cycle
True	G6205	mhpE	4-hydroxy-2-ketovalerate aldolase	characterized	characterized	3.64789855068E-07	0.13	0.796	0.384	0.439	N	N	u	4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic acid aldolase, class I	Enzyme; Degradation of small molecules: Carbon compounds	4-Hydroxy-2-oxovalerate aldolase; utilizes MHP	Met Orth 	N/A
False	G6206	mhpT	3-hydroxyphenylpropionate / 3-hydroxycinnamate H<sup>+</sup> symporter	characterized	characterized	5.37935546925E-07	0.16	0.793	0.317	0.334	N	N	u	3-hydroxyphenylpropionic transporter	Putative transport; Not classified	3-hydroxyphenylpropionic acid transporter	Met Orth 	3-hydroxyphenylpropionic acid transport
True	G6208	frmB	<i>S</i>-formylglutathione hydrolase	characterized	characterized	5.18590864027E-06	0.81	0.822	0.46	0.545	N	N	N	S-formylglutathione hydrolase	Enzyme; Formaldehyde degradation	S-formylglutathione hydrolase, formaldehyde degradation	Met Orth 	formaldehyde metabolic process
False	G6217	tauA	taurine ABC transporter - periplasmic binding protein	characterized	characterized	3.7283225554E-07	0.22	0.86	0.414	0.414	N	N	N	taurine ABC transporter periplasmic binding protein	Transport; Transport of small molecules: Amino acids, amines	Taurine ABC transporter periplasmic binding protein	Met Orth 	taurine transport
False	G6218	tauB	taurine ABC transporter - ATP binding subunit	characterized	characterized	4.88536095432E-07	0.19	0.715	0.45	0.693	N	N	N	taurine ABC transporter ATPase	Transport; Transport of small molecules: Amino acids, amines	Taurine ABC transporter ATPase	Met Orth 	taurine transport
False	G6219	tauC	taurine ABC transporter - membrane subunit	characterized	characterized	1.70348764573E-07	0.06	0.731	0.302	0.416	N	N	N	taurine ABC transporter permease	Transport; Transport of small molecules: Amino acids, amines	Taurine ABC transporter permease	Met Orth 	N/A
True	G6234	thiL	thiamin monophosphate kinase	characterized	characterized	2.07221713627E-05	1.00	N.A.	N.A.	N.A.	E	u	u	thiamine monophosphate kinase	Enzyme; Biosynthesis of cofactors, carriers: Thiamine	Thiamine monophosphate kinase, involved in thiamine salvage	Met Orth 	N/A
True	G6237	dxs	Dxs	characterized	characterized	3.41251487864E-05	1.00	N.A.	N.A.	N.A.	E	E	u	1-deoxyxylulose-5-phosphate synthase, thiamine triphosphate-binding, FAD-requiring	Enzyme; Central intermediary metabolism: Pool, multipurpose conversions	DXP synthase; DXP is precursor to isoprenoids, thiamine, pyridoxol	Met Orth 	1-deoxy-D-xylulose 5-phosphate biosynthetic process
True	G6239	panE	2-dehydropantoate 2-reductase	characterized	characterized	1.34061542376E-05	1.00	0.662	0.224	0.186	N	u	u	2-dehydropantoate reductase, NADPH-specific	Phenotype; Not classified	2-dehydropantoate 2-reductase, NADPH-dependent; also known as ketopantoate reductase (KPR)	Met Orth 	pantothenate biosynthetic process from valine
False	G6245	queC	7-cyano-7-deazaguanine synthase	characterized	characterized	1.04099179947E-05	0.97	0.75	0.508	0.621	N	u	u	7-cyano-7-deazaguanine (preQ0) synthase; queuosine biosynthesis	Enzyme; Queuosine biosynthesis	7-cyano-7-deazaguanine (preQ0) synthase; queuosine biosynthesis	Met Orth 	queuosine biosynthetic process
True	G6246	cof	pyridoxal phosphatase / HMP-PP hydrolase	characterized	characterized	2.97149770281E-06	0.69	0.801	0.245	0.181	N	u	N	thiamine pyrimidine pyrophosphate hydrolase; HMP-PP phosphatase	Null	HMP-PP phosphatase; catalyzes hydrolysis of 4-amino-2-methyl-5-hydroxymethylpyrimidine pyrophosphate (HMP-PP); MeO-HMP-PP and CF3-HMP-PP also serve as substrates for Cof; HAD18	Met Orth 	antibiotic catabolic process
True	G6260	copA	Cu<sup>+</sup> efflux ATPase	characterized	characterized	1.4691809983E-05	0.97	0.701	0.196	0.218	N	N	u	copper transporter	Putative enzyme; Not classified	Copper-, silver-translocating P-type ATPase efflux pump; involved in copper resistance; copper- and silver-inducible; regulated by copper-responsive CueR activator	Met Orth 	copper ion transport
True	G6261	ybaS	glutaminase	characterized	unknown	4.91244903249E-07	0.25	0.688	0.336	0.205	N	N	u	NA	NA	NA	Met Orth 	negative regulation of growth
False	G6275	allA	ureidoglycolate lyase	characterized	characterized	6.7751365046E-07	0.09	0.757	0.214	0.21	E	N	u	ureidoglycolate lyase, releasing urea	Enzyme; Purine nitrogen catabolism	Ureidoglycolate lyase, releasing urea	Met Orth 	allantoin catabolic process
True	G6277	hyi	Hyi	characterized	characterized	9.86589037307E-08	0.00	0.75	0.191	0.197	N	N	u	hydroxypyruvate isomerase	Phenotype; Not classified	Hydroxypyruvate isomerase, glyoxylate-inducible; product is tartronate semialdehyde	Met Orth 	N/A
True	G6278	glxR	tartronate semialdehyde reductase 2	characterized	characterized	1.99859779872E-07	0.06	0.765	0.226	0.231	N	N	u	tartronate semialdehyde reductase, NADH-dependent	Putative enzyme; Not classified	Tartronate semialdehyde reductase, glyoxylate-inducible, NADH-dependent	Met Orth 	allantoin assimilation pathway
False	G6280	ybbW	YbbW NCS1 Transporter	characterized	unknown	0.00000003	0.00	0.8	0.367	0.419	N	N	u	putative allantoin transporter	Putative transport; Transport of small molecules: Carbohydrates, organic acids, alcohols	Putative allantoin permease, glyoxylate-inducible or allantoin-inducible (anaerobic)	Met Orth 	allantoin transport
True	G6281	allB	allantoinase monomer	characterized	characterized	2.95503900432E-07	0.09	0.761	0.28	0.349	N	N	u	allantoinase	Enzyme; Purine nitrogen catabolism	Allantoinase: allantoin for anaerobic nitrogen; tetrameric	Met Orth 	allantoin assimilation pathway
True	G6283	glxK	glycerate kinase II	characterized	characterized	3.36160036362E-07	0.00	0.71	0.507	0.718	N	N	u	glycerate kinase II	Null	Glycerate 3-kinase, glyoxylate-inducible; GKII; produces 3-phospho-glycerate	Met Orth 	organic acid phosphorylation
True	G6285	allC	allantoate amidohydrolase monomer	characterized	characterized	1.44379504609E-06	0.34	0.777	0.261	0.237	N	N	u	allantoate amidohydrolase	Enzyme; Purine nitrogen catabolism	Allantoate amidohydrolase: allantoin for anaerobic nitrogen	Met Orth 	allantoin assimilation pathway
False	G6286	allD	ureidoglycolate dehydrogenase	characterized	characterized	8.86613381031E-08	0.00	0.661	0.413	0.585	N	N	u	ureidoglycolate dehydrogenase	Enzyme; Purine nitrogen catabolism	Ureidoglycolate dehydrogenase: allantoin for anaerobic nitrogen	Met Orth 	allantoin assimilation pathway
False	G6320	cusC	copper / silver efflux transport system - outer membrane porin	characterized	characterized	1.68135601807E-05	1.00	0.779	0.3	0.335	N	N	u	copper/silver efflux system, outer membrane component	Putative transport; Drug/analog sensitivity	Silver and copper efflux, OMF lipoprotein component; outer membrane factor (OMF) of a tripartate efflux pump; confers copper and silver resistance; required for invasion of brain microvascular endothelial cells in strain K1	Met Orth 	copper ion export
